#location service enabled;location service intializing;location updated;userheading updated;location provider;location provider class;time device [utc];time location [utc];latitude;longitude;accuracy [m];user heading [�];device orientation [�];speed [km/h];has gps fix;satellites used;satellites in view
True;False;False;True;unity;DeviceLocationProvider;20017342.213;20017420.078;45.0761064044358;7.67426292150459;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017342.713;20017420.578;45.0761099156701;7.67425355821305;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017343.213;20017421.078;45.0761134269044;7.67424419492151;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017343.713;20017421.578;45.0761169381388;7.67423483162997;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017344.213;20017422.078;45.0761204493731;7.67422546833843;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017344.713;20017422.578;45.0761239606074;7.67421610504689;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017345.213;20017423.078;45.0761274718417;7.67420674175535;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017345.713;20017423.578;45.07613;7.6742;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017346.213;20017424.078;45.0761381153432;7.67420584304711;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017346.713;20017424.578;45.0761462306864;7.67421168609422;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017347.213;20017425.078;45.0761543460296;7.67421752914133;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017347.713;20017425.578;45.0761624613728;7.67422337218844;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017348.213;20017426.078;45.076170576716;7.67422921523555;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017348.713;20017426.578;45.0761786920593;7.67423505828267;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017349.213;20017427.078;45.0761868074025;7.67424090132978;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017349.713;20017427.578;45.0761949227457;7.67424674437689;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017350.213;20017428.078;45.0762030380889;7.674252587424;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017350.713;20017428.578;45.0762111534321;7.67425843047111;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017351.213;20017429.078;45.0762192687753;7.67426427351822;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017351.713;20017429.578;45.0762273841185;7.67427011656533;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017352.213;20017430.078;45.0762354994617;7.67427595961244;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017352.713;20017430.578;45.0762436148049;7.67428180265955;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017353.213;20017431.078;45.0762517301481;7.67428764570666;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017353.713;20017431.578;45.0762598454914;7.67429348875377;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017354.213;20017432.078;45.0762679608346;7.67429933180088;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017354.713;20017432.578;45.0762760761778;7.674305174848;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017355.213;20017433.078;45.076284191521;7.67431101789511;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017355.713;20017433.578;45.0762923068642;7.67431686094222;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017356.213;20017434.078;45.0763004222074;7.67432270398933;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017356.713;20017434.578;45.0763085375506;7.67432854703644;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017357.213;20017435.078;45.0763166528938;7.67433439008355;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017357.713;20017435.578;45.076324768237;7.67434023313066;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017358.213;20017436.078;45.0763328835802;7.67434607617777;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017358.713;20017436.578;45.0763409989234;7.67435191922488;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017359.213;20017437.078;45.0763491142667;7.67435776227199;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017359.713;20017437.578;45.0763572296099;7.6743636053191;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017360.213;20017438.078;45.0763653449531;7.67436944836621;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017360.713;20017438.578;45.0763734602963;7.67437529141332;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017361.213;20017439.078;45.07638;7.67438;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017361.713;20017439.578;45.0763880274383;7.67438596323986;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017362.213;20017440.078;45.0763960548766;7.67439192647973;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017362.713;20017440.578;45.0764040823148;7.67439788971959;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017363.213;20017441.078;45.0764121097531;7.67440385295945;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017363.713;20017441.578;45.0764201371914;7.67440981619931;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017364.213;20017442.078;45.0764281646297;7.67441577943918;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017364.713;20017442.578;45.0764361920679;7.67442174267904;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017365.213;20017443.078;45.0764442195062;7.6744277059189;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017365.713;20017443.578;45.0764522469445;7.67443366915877;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017366.213;20017444.078;45.0764602743828;7.67443963239863;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017366.713;20017444.578;45.076468301821;7.67444559563849;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017367.213;20017445.078;45.0764763292593;7.67445155887835;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017367.713;20017445.578;45.0764843566976;7.67445752211822;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017368.213;20017446.078;45.0764923841359;7.67446348535808;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017368.713;20017446.578;45.0765004115742;7.67446944859794;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017369.213;20017447.078;45.0765084390124;7.6744754118378;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017369.713;20017447.578;45.0765164664507;7.67448137507767;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017370.213;20017448.078;45.076524493889;7.67448733831753;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017370.713;20017448.578;45.0765325213273;7.67449330155739;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017371.213;20017449.078;45.0765405487655;7.67449926479726;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017371.713;20017449.578;45.0765485762038;7.67450522803712;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017372.213;20017450.078;45.0765566036421;7.67451119127698;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017372.713;20017450.578;45.0765646310804;7.67451715451684;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017373.213;20017451.078;45.0765726585186;7.67452311775671;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017373.713;20017451.578;45.0765806859569;7.67452908099657;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017374.213;20017452.078;45.0765887133952;7.67453504423643;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017374.713;20017452.578;45.0765967408335;7.67454100747629;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017375.213;20017453.078;45.0766047682717;7.67454697071616;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017375.713;20017453.578;45.07661279571;7.67455293395602;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017376.213;20017454.078;45.0766208231483;7.67455889719588;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017376.713;20017454.578;45.0766288505866;7.67456486043575;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017377.213;20017455.078;45.0766368780249;7.67457082367561;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017377.713;20017455.578;45.0766449054631;7.67457678691547;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017378.213;20017456.078;45.0766529329014;7.67458275015533;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017378.713;20017456.578;45.0766609603397;7.6745887133952;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017379.213;20017457.078;45.076668987778;7.67459467663506;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017379.713;20017457.578;45.0766770152162;7.67460063987492;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017380.213;20017458.078;45.0766850426545;7.67460660311479;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017380.713;20017458.578;45.0766930700928;7.67461256635465;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017381.213;20017459.078;45.0767010975311;7.67461852959451;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017381.713;20017459.578;45.0767091249693;7.67462449283437;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017382.213;20017460.078;45.0767171524076;7.67463045607424;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017382.713;20017460.578;45.0767251798459;7.6746364193141;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017383.213;20017461.078;45.07673;7.67464;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017383.713;20017461.578;45.0767267492024;7.67464945686575;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017384.213;20017462.078;45.0767234984048;7.67465891373151;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017384.713;20017462.578;45.0767202476072;7.67466837059726;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017385.213;20017463.078;45.0767169968096;7.67467782746302;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017385.713;20017463.578;45.076713746012;7.67468728432877;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017386.213;20017464.078;45.0767104952144;7.67469674119453;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017386.713;20017464.578;45.0767072444168;7.67470619806028;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017387.213;20017465.078;45.0767039936192;7.67471565492603;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017387.713;20017465.578;45.0767007428216;7.67472511179179;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017388.213;20017466.078;45.076697492024;7.67473456865754;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017388.713;20017466.578;45.0766942412264;7.6747440255233;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017389.213;20017467.078;45.0766909904288;7.67475348238905;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017389.713;20017467.578;45.0766877396312;7.6747629392548;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017390.213;20017468.078;45.0766844888336;7.67477239612056;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017390.713;20017468.578;45.076681238036;7.67478185298631;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017391.213;20017469.078;45.0766779872383;7.67479130985207;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017391.713;20017469.578;45.0766747364408;7.67480076671782;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017392.213;20017470.078;45.0766714856431;7.67481022358357;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017392.713;20017470.578;45.0766682348455;7.67481968044933;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017393.213;20017471.078;45.0766649840479;7.67482913731508;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017393.713;20017471.578;45.0766617332503;7.67483859418084;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017394.213;20017472.078;45.0766584824527;7.67484805104659;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017394.713;20017472.578;45.0766552316551;7.67485750791235;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017395.213;20017473.078;45.0766519808575;7.6748669647781;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017395.713;20017473.578;45.0766487300599;7.67487642164385;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017396.213;20017474.078;45.0766454792623;7.67488587850961;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017396.713;20017474.578;45.0766422284647;7.67489533537536;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017397.213;20017475.078;45.0766389776671;7.67490479224112;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017397.713;20017475.578;45.0766357268695;7.67491424910687;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017398.213;20017476.078;45.0766324760719;7.67492370597262;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017398.713;20017476.578;45.0766292252743;7.67493316283838;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017399.213;20017477.078;45.0766259744767;7.67494261970413;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017399.713;20017477.578;45.0766227236791;7.67495207656989;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017400.213;20017478.078;45.0766194728815;7.67496153343564;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017400.713;20017478.578;45.0766162220839;7.6749709903014;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017401.213;20017479.078;45.0766129712863;7.67498044716715;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017401.713;20017479.578;45.0766097204887;7.6749899040329;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017402.213;20017480.078;45.0766064696911;7.67499936089866;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017402.713;20017480.578;45.0766032188935;7.67500881776441;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017403.213;20017481.078;45.0765999680959;7.67501827463017;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017403.713;20017481.578;45.0765967172983;7.67502773149592;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017404.213;20017482.078;45.0765934665007;7.67503718836167;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017404.713;20017482.578;45.0765902157031;7.67504664522743;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017405.213;20017483.078;45.0765869649055;7.67505610209318;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017405.713;20017483.578;45.0765837141079;7.67506555895894;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017406.213;20017484.078;45.0765804633103;7.67507501582469;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017406.713;20017484.578;45.0765772125127;7.67508447269045;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017407.213;20017485.078;45.0765739617151;7.6750939295562;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017407.713;20017485.578;45.0765707109175;7.67510338642195;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017408.213;20017486.078;45.0765674601198;7.67511284328771;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017408.713;20017486.578;45.0765642093222;7.67512230015346;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017409.213;20017487.078;45.0765609585246;7.67513175701922;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017409.713;20017487.578;45.076557707727;7.67514121388497;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017410.213;20017488.078;45.0765544569294;7.67515067075072;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017410.713;20017488.578;45.0765512061318;7.67516012761648;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017411.213;20017489.078;45.0765479553342;7.67516958448223;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017411.713;20017489.578;45.0765447045366;7.67517904134799;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017412.213;20017490.078;45.076541453739;7.67518849821374;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017412.713;20017490.578;45.0765382029414;7.6751979550795;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017413.213;20017491.078;45.0765349521438;7.67520741194525;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017413.713;20017491.578;45.0765317013462;7.675216868811;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017414.213;20017492.078;45.0765284505486;7.67522632567676;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20017414.713;20017492.578;45.076525199751;7.67523578254251;0.1;305.1;305.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
